specialty,category,source_row_count,hbp_estimated_cost_inr_low,hbp_estimated_cost_inr_high,hbp_cost_confidence,hbp_cost_source_label,hbp_cost_source_url
Open Pores Treatment,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Other Diseases,Other / Needs Review,2,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Ovarian Mass,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pacemaker Clinic,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Panchkarma,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Parkinsons Disease,Other / Needs Review,2,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pcod Management,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pelvic Acetabular,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pelvic Health and Urogyn Pmr,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pgspgd,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Phlebology,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Photorefractive Keratectomy,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pilonidal Sinus,Other / Needs Review,2,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pituitary Disorders,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Placental Abruption,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Poisoning Snake Bite,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pollicization,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Post Surgical,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Prasoothi Thanthra,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Prasoothithantra,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Preventive Care for Seniors,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Preventive Health Check Up,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Prophylaxis,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Prp,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Puberty,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pulmanology,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Rachanasarira,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Reconstruction of Congenital Deformities,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Refractive Errors,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Refractive Errors Treatment,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Replacements,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Rft Test,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Roganidanam,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sedation for Nervous Patients,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sex Clinic,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sexologist,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sexologists,Other / Needs Review,2,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sexology,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sexual Disorders,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sexual Problems,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Silk,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sleep Disorders,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Snake Bite Treatment,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Soft Tissue Grafting,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Stem Cell Banking,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Stem Cell Preservation,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Stem Cell Regreneration Cartilage Repair,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Stones,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Stress Management,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Substance Abuse and Addiction Treatment,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Substance Use Disorder,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Swasthavritta,Other / Needs Review,2,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Tavrtavicentre,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Temporomandibular Disorders,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Thoracic Syndrome,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Thumb Recreation,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Tinnitus Management,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Tmjdisorderortmd,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Tobacco Cessation Clinic,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Transforaminal Blocks,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Treatment of Headache,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Treatment of Migraine,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Trichology,Other / Needs Review,2,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Tuboplasty,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Type Point,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Varicose Veins,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Venereal Disease Sexual Problem Treatment,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Verrucous Carcinoma,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Vertebroplasty,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Vitrectomy,Other / Needs Review,2,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Weight Management,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Women Mental Health,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Wrinkles Treatment,Other / Needs Review,1,1500,13000,Planning proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Adolescent Medicine,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Adolescent Nutrition and Counseling,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Adolescent Paediatrician Councillor,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Adolescent Vaccination,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Adult and Paediatric Oncology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Carerisk Management of Pediatric Asthma,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child Abuse Pediatrics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child Adolescent Counselling,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child Dentistry,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child Neurology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child Nutritionist,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child Psychology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child and Adolescent Psychiatrist,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Child and Adolescent Psychiatry,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Childhood Cataracts,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Children Dentistry,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Children Eye Care,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Community Child Health,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry Pediatric Dentistry,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Developmental Behavior Pediatrics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Developmental Paediatrics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Developmental Pediatrics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Developmentalbehavioral Pediatrics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Infant and Young Child Nutrition Specialist,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Maternal and Child Health,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Mother and Child,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatal Care,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatal Pediatric Surgery,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatal Perinatal,Pediatrics & Neonatology,2,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatal Perinatal Medicine,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatal Surgery,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatal and Paediatric Surgery,Pediatrics & Neonatology,2,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatal and Paediatrics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatalogy Perinatal Medicine,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatology,Pediatrics & Neonatology,2,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neonatology Perinatal Medicine,Pediatrics & Neonatology,2,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neurosurgical Pediatrics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
New Born Screening,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Nicu Picu Neonatology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Bone Marrow Transplant,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Care,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Counselling Centre,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Dentistry,Pediatrics & Neonatology,2,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Dermatology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Dialysis,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Endocrinology,Pediatrics & Neonatology,2,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Gastroenterology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Gastroentrology and Hepatology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Haematology Oncology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Haematology Oncology and Bmt,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Haematology and Bmt,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Hemato Oncology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Hemato Oncology Bmt,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Hemato Oncology and Bmt,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Hematology Oncology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Medicine,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Neonatology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Nephrology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Neurology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Neurosciences,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Neurosurgery,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Nutrition,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Oncology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Ophthalmology,Pediatrics & Neonatology,2,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Ophthalmology and Squint,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Ophthamology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Orthopaedic,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Orthopaedic Surgery,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Orthopaedics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Orthopedics,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Otolaryngology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Plastic Surgery,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Psychiatry,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Pulmonology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Radiology,Pediatrics & Neonatology,1,2000,40000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
