hospital_name,facebook_link
Satyam Homeopathy Clinic,https://www.facebook.com/219632775276563
Veda Hospital & Kidney Centre,https://www.facebook.com/300858759770930
Happy Hospitals,https://www.facebook.com/563754767012843
India Kidney Hospital and Dialysis Centre,https://www.facebook.com/726236770869494
Aasaan Health Solutions,https://www.facebook.com/312496459112136
"Dr Smile Dental Clinic - D-36, Sri Krishnapuri, Near Indian Bank, Boring Rd. Branch, Patna 1",https://www.facebook.com/815475045257459
I Care Diagnostic Solutions (Mumbai),https://www.facebook.com/297327683454616
Bloom Diagnostic,https://www.facebook.com/105302145319607
DR RAJESH DENTAL LOUNGE,https://www.facebook.com/141336156313177
Berlin Diagnostics and Day Care,https://www.facebook.com/101555088433313
Amrut Ayurved Kendra,https://www.facebook.com/435570209984824
Chavan Hospital,https://www.facebook.com/133046146567558
"Dr Shaik Althaf's Dental Care Grace Building First Floor, Cheranalloor Ernakulam, Kerala 682034 India",https://www.facebook.com/109191508025608
Dr Dees Path Labs,https://www.facebook.com/160175290510773
Shri Sai Hospital,https://www.facebook.com/1727392060836036
Vista Dental Studio,https://www.facebook.com/940633989334365
Deeyash Medical and Diabetes Clinic,https://www.facebook.com/159325501465191
Lingaa Dental Clinic,https://www.facebook.com/165165174063916
Dr.Hardik's Superspeciality Dental Care and Implant Center,https://www.facebook.com/2042723042441965
Kapur Homeopathic Clinic,https://www.facebook.com/1640242466224305
"KVR Hospital Moradabad Road, Kashipur",https://www.facebook.com/101648365667176
Sri Balaji CP Memorial Hospital- Patna,https://www.facebook.com/112156926872204
Rajdadisa Hospital,https://www.facebook.com/435459609868079
Dr.Pradeep Kumar's Hospital of Ayurveda,https://www.facebook.com/100576638557129
"KLE Centenary Charitable Hospital, Yellur Road, Belagavi",https://www.facebook.com/821391051286032
Ur Tiny's Dentist,https://www.facebook.com/234800487017488
D.S Diagnostic Centre - Unit-I Shyamnagar,https://www.facebook.com/108521177583985
Santosh Dental Clinic,https://www.facebook.com/258472934012614
Batra Hospital,https://www.facebook.com/100370701460764
Dhall's Dental Clinic,https://www.facebook.com/703887199715305
Saluja Nursing Home,https://www.facebook.com/1881133978831356
Jeevan Deep,https://www.facebook.com/260016547484894
Ganga Ayurvedic Chikitsalaya & Panchakarm Centre,https://www.facebook.com/351766858257686
IDEAL Dental Clinic,https://www.facebook.com/106119201864581
Star Ortho & Shashi Fertility Center - Nagarbhavi,https://www.facebook.com/172873216578236
Om Parkash Bector Memorial Dental Hospital,https://www.facebook.com/190764034118566
The Clinic Sure,https://www.facebook.com/238765569656371
"Raj Lata Gut, Liver & Neuro Clinic",https://www.facebook.com/609060959281754
Asha Urology Clinic,https://www.facebook.com/1924382254539836
Vasantha Memorial Cancer Centre Chennai,https://www.facebook.com/652398008469713
Sanjivni Eye And Medicare Centre,https://www.facebook.com/106399118154416
Drishti Eye Centre,https://www.facebook.com/114726272341046
Titanium Dental Care Centre,https://www.facebook.com/2263631313663888
Enamel Dental Specialities,https://www.facebook.com/1424817774435207
Dr Krish Vaidya's ICure Heart Clinic,https://www.facebook.com/310658829763242
Alok Nursing Home & Fracture Clinic,https://www.facebook.com/299508817204845
Magdum Eye and Dental Hospital,https://www.facebook.com/103567979508660
Sai Multispeciality Hospital Washim,https://www.facebook.com/647968545686389
Indore Multi Speciality Hospital,https://www.facebook.com/104285509196392
Smilessence Center for Advanced Dentistry,https://www.facebook.com/1026757624119023
Government District Hospital Dausa,https://www.facebook.com/275125413235070
Neelkanth Hospital,https://www.facebook.com/918386118218774
Duke Robotic Hospital,https://www.facebook.com/1667678050172128
J.p. Nigam Memorial Hospital,https://www.facebook.com/403952383331101
The Dentist House,https://www.facebook.com/1720776234869333
Mulamoottil Group Eye Hospital,https://www.facebook.com/117960645417254
V R Homoeo Health Centre,https://www.facebook.com/353873492053781
"Almaa Siddha Care Clinic, Kovil Arch, Tiruppur",null
Divyy Research Clinic,https://www.facebook.com/314034562533267
Neurolink Orthopedic & Physiotherapy,null
Healing Hands Hospital,https://www.facebook.com/431778287166956
Eastern Clinical Complex,https://www.facebook.com/133976490618118
Sonakshi Children Hospital & IVF Center,https://www.facebook.com/735106106578428
RB Dental Care Clinic,null
Zamad Ultra Modern Dental and ENT Clinic,https://www.facebook.com/408258696014732
Tarang Speech and Hearing Clinics - East Delhi,https://www.facebook.com/453191631487603
Mamta Hospital,https://www.facebook.com/426643711003282
Dr. Anil Yadav Clinic,https://www.facebook.com/159287127956340
Mannat Super Speciality Hospital,https://www.facebook.com/2413452935550779
New Born Care Centre,https://www.facebook.com/647922618621867
Sri Sakthi Dental Clinic,https://www.facebook.com/103464857846003
Indu Hospital,https://www.facebook.com/668386033609148
Manisha Nursing Home,https://www.facebook.com/208274695915707
Indo UK Clinic,https://www.facebook.com/100405748681469
"Deepam Homoeo Clinic, 29A, Pidari Kovil Street, Thiruvarur – 610001, Tamil Nadu, India",https://www.facebook.com/1164586300284200
Singh's Homoeopathic Clinic,https://www.facebook.com/231858130851091
Rajdhani Dental Care Clinic,https://www.facebook.com/401293653682945
Mahanadi Hospital and Research Centre,null
Quality Qure Ladies Speciality Clinic,https://www.facebook.com/108975947434013
Yashdeep Hospital,https://www.facebook.com/201093843794173
I Care Diagnostic and Dialysis Center,https://www.facebook.com/162487066957051
Rajesh Dental Specialities,https://www.facebook.com/1456513881292817
Bagul Hospital,https://www.facebook.com/109691710737493
Planeta Dental Clinic,https://www.facebook.com/807154912774894
Genesis Hospital & Rehabilitation Center,https://www.facebook.com/254753681055759
Om Dental Clinic,https://www.facebook.com/286842071915080
"Dr. Madhu Tanwar Weight loss, Wellness & Physiotherapy Clinic",https://www.facebook.com/578198055929280
Marathwada Cancer Hospital and Research Institute,https://www.facebook.com/102443358996628
Diet House Weight Loss & Wellness Clinic,https://www.facebook.com/481858651965354
Ray & Rio’s Speciality Clinic – Egmore,https://www.facebook.com/1280994521999235
Kreative Oral Surgery,https://www.facebook.com/108223948205181
Nivaan Dental Care,https://www.facebook.com/235307056839297
Aarogya Maxillofacial Center,https://www.facebook.com/762533190757602
Megha Siri Hospital,https://www.facebook.com/146895841829507
Veerappan Bone Setting Centre,https://www.facebook.com/216746498842940
Santkrupa Multispeciality Hospital,https://www.facebook.com/100470208485386
Shravana Multi Speciality Hospital,https://www.facebook.com/288862564627007
Ashish Oral Care,https://www.facebook.com/104714808815257
Dr. Roopa's Dental Clinic,https://www.facebook.com/1890651181202840
Chanda Dental Clinic,https://www.facebook.com/546005745466018
Kify Hospital,https://www.facebook.com/241388395904590
Paedendo Clinic,https://www.facebook.com/166053427354942
"Central Nursing Home – Hospital in Guwahati, Assam",https://www.facebook.com/501897573527915
Ozone Pharmaceuticals (Analytical Lab),https://www.facebook.com/287882965251507
Matoshri Hospital,https://www.facebook.com/1825602251080772
"Supreme Dental Clinic, Chandigarh",https://www.facebook.com/206580092837391
"Janki Children Hospital – HISAR, Haryana",https://www.facebook.com/1971400823086208
NM Hospital,https://www.facebook.com/105827914481738
Alam Hospital,https://www.facebook.com/104684678540190
Brar Eye Hospital,https://www.facebook.com/1034738580035952
iROS Ortho Center,https://www.facebook.com/211858508679032
Hope Clinic,https://www.facebook.com/106286098203211
"Sanjeevani Neuro and Multi Speciality Hospital, Bankim Nagar, Siliguri",https://www.facebook.com/153759095569712
Sai Diagnostic,https://www.facebook.com/101264144677665
Veena Hospital Infertility I.V.F. & Laproscopy Center,https://www.facebook.com/169471386244544
Universe Dental Care,https://www.facebook.com/352161161317061
Ear Labs Hearing Center,https://www.facebook.com/1493507870877970
Agadi Sunrise Hospital,https://www.facebook.com/1364328930248472
Sewak Hospital,https://www.facebook.com/825292550960889
Oromax Imaging Centre,https://www.facebook.com/108117458885337
Handa Neuro Hospital,https://www.facebook.com/1397219177166535
Kochilatt Homoeo Care,https://www.facebook.com/1768531333463342
Shaheed Hospital,https://www.facebook.com/259923417852688
Sri Ravi Hospitals,https://www.facebook.com/2362874083808616
Harsha Sai Eye Hospital,https://www.facebook.com/1794220470892955
Vardhman Medicare Hospital,https://www.facebook.com/334960430780785
Yash Dental Clinic,https://www.facebook.com/107987400680560
Sriram Hospital,https://www.facebook.com/109511938011401
Jawahar Memorial Hospital,https://www.facebook.com/106745152300793
Deewan Diagnostics,https://www.facebook.com/170880626752163
Nishant Dental Care,https://www.facebook.com/112860204373729
Atharva Infertility Centre,https://www.facebook.com/1516289078614542
Varaprada Ayurvedic Centre,https://www.facebook.com/308043889352892
Tapani Hospital,https://www.facebook.com/107144114755783
"PET CT Scan Centre – Meerut, Uttar Pradesh",https://www.facebook.com/157681871661420
Cassamary Physiotherapy Clinic,https://www.facebook.com/104538508916692
DENTAL ARTS,https://www.facebook.com/386740425190883
Shri Krishna Hospital,https://www.facebook.com/108253948280720
Deegee Clinic,https://www.facebook.com/272454416662335
Devsuman Dental Clinic - Ganga Nagar,https://www.facebook.com/343092783067774
Miracles Health,https://www.facebook.com/647853725295223
Dr. Tiny Tusks Dental,https://www.facebook.com/431672720930732
Ulwe Eye Clinic,https://www.facebook.com/1026441264210051
Gupta ENT Hospital,https://www.facebook.com/563145363760144
Smile Dental Zone & Implant Center,https://www.facebook.com/351996191503848
Amrita Homeopathy,https://www.facebook.com/1420041758292047
Alpha Hospital and Research Centre,https://www.facebook.com/712835252115890
Chiranthan Dental Care,https://www.facebook.com/104341326096804
Haiborgaon Dental & Oral Clinic,https://www.facebook.com/109013901720404
Core Health Clinic,https://www.facebook.com/404252166100229
Life Care Laboratory,https://www.facebook.com/105140035095398
Desun Reference Lab,https://www.facebook.com/101452684652818
Unity Hospitals,https://www.facebook.com/299677606746128
Choubey Nursing Home,https://www.facebook.com/519416941810443
Sarmi Diagnostic Centre,https://www.facebook.com/155999561836429
Alphonsa Eye Hospital,https://www.facebook.com/292999981131237
Hanuman Prasad Poddar Cancer Hospital and Research Institute,https://www.facebook.com/342355799812309
Shrihari Imaging Centre,https://www.facebook.com/101951035643176
Shree Samarth Krupa Ayurved Clinic and Panchakarma Centre,https://www.facebook.com/259020887300771
Tapadiya's Dental Casa,https://www.facebook.com/109633270388722
"Dr. Jyotsna Jha . Dr. Sanjeev Jha (Care For Sure) G.M.S. Road Dehradun KTY, Dehradun",https://www.facebook.com/1550309141931577
Siddiqui Dental Care,https://www.facebook.com/624070704296003
Pookadai Ravi Speciality Hospital,https://www.facebook.com/153505787836633
Skinacea Skin Clinic,https://www.facebook.com/1930178687011668
Kisholoy Children's Hospital,https://www.facebook.com/171279893519194
Bansal Vision Institute (Camp),https://www.facebook.com/852628291448581
HEAL Clinic,https://www.facebook.com/134187339993526
Jindal Health Labs,https://www.facebook.com/245025168700369
Medplus,null
Sampada Hospital,https://www.facebook.com/1248680761922137
Dr. PK Jain Clinic,https://www.facebook.com/210869569640370
Sachin Dental Clinic,https://www.facebook.com/2140782959546741
Himalaya Arthritis and Rheumatology Centre - Palampur,https://www.facebook.com/105349407556464
"Sarkar Medical,Bilasipara",https://www.facebook.com/212382552501387
"Miri-Piri-Institute of Medical Sciences & Research Shahabad Markanda, Kurukshetra, Haryana",https://www.facebook.com/100953347933859
Meenakshi Memorial Hospital,https://www.facebook.com/466844263662092
Shushrusha Nursing Home,https://www.facebook.com/230709661001641
SRL Diagnostics,https://www.facebook.com/101520627958898
Sparkle Cosmetic Clinic,https://www.facebook.com/808404359260933
Boon Medicare Centre,https://www.facebook.com/216908859037356
ACE Heart & Vascular Institute,https://www.facebook.com/503146826380351
Sachar Hospital,https://www.facebook.com/326687780869163
Kolekar Hospital,https://www.facebook.com/278804187263739
Sanjiv Hospital,https://www.facebook.com/100664179585726
Shrey Dental Clinic,https://www.facebook.com/1530163907196657
Asian Obesity And Cosmetics Surgery Center,https://www.facebook.com/810892045736447
Railway Hospital,https://www.facebook.com/507718542619209
Supra Dental and Maxillofacial Clinic,https://www.facebook.com/349715228438662
Metta Care Clinic,https://www.facebook.com/221221361064337
Nirmal Anorectal And Multispeciality Hospital,https://www.facebook.com/713121428826566
Dwarka Hospital,https://www.facebook.com/1491664267736081
Niraamay Dental Care,https://www.facebook.com/147312116019805
Phoenix Multispeciality Dental Clinic,https://www.facebook.com/1673095966351312
Baba Sri Chand Clinic,https://www.facebook.com/123875641120777
Rr Homoeo,https://www.facebook.com/367838743300236
Hfrc Dialysis Center,https://www.facebook.com/100875091941801
Medivision Diagnostic Centre,https://www.facebook.com/298105836711007
Fine Mind Hospital,https://www.facebook.com/102489409203011
Aditya Dental Clinic,https://www.facebook.com/1058094857656910
Samarth Eye Care & Laser Center,https://www.facebook.com/257008034631296
Keshav Dental Care,https://www.facebook.com/221677566526977
Kottakkal Arya Vaidya Sala Erode,https://www.facebook.com/306334916509230
DNS Dental Care - Implant & Orthodontic Centre,https://www.facebook.com/178134742235866
Ram Dental Clinic,https://www.facebook.com/100187050153940
Sparsh Orthocare,https://www.facebook.com/178192436361780
PathSolutions Diagnostic & Research Center,https://www.facebook.com/189756711792877
Kothari Dental Care,https://www.facebook.com/130549754167207
SK Diagnostic Centre Haripad,https://www.facebook.com/105461999120230
Parvati Hospital,https://www.facebook.com/819985731489070
"Government Medical College, Thiruvananthapuram",https://www.facebook.com/174156135970143
Harsh Dental & Cosmetic Clinic,https://www.facebook.com/239230819272198
Eye Sight Centre,https://www.facebook.com/227266210712922
Shree Ashtavinayak Hospital,https://www.facebook.com/502270460558795
Neokidz Hospital,https://www.facebook.com/111868741276339
Priyanka Nursing Home & Ultrasound Center,https://www.facebook.com/111514123803764
Renuka Clinic,https://www.facebook.com/133409293885811
Saint Francis Hospital Ajmer,https://www.facebook.com/440295616160372
Vatsalya Clinic,https://www.facebook.com/103706866154368
Navata Dental Care Centre,https://www.facebook.com/382898115097068
Dr Maimoona M.N Khan | Homeopathy Clinic,https://www.facebook.com/108435525481117
Panacea Centre for Spine Pain Sleep & Ortho,https://www.facebook.com/100643809271526
"Shakuntala Manpatrika Seva Sadan Hospital, Godda",https://www.facebook.com/205467679998833
PentaOne Healthcare,https://www.facebook.com/302958752905995
Talwar Hospital,https://www.facebook.com/435412589898623
Shree Rukma Ayurvedic Chikitsalaya - Pune,https://www.facebook.com/530542780314077
Dhukia Hospital,https://www.facebook.com/1607237526192635
Delhi Diabetes Care Centre,https://www.facebook.com/394198320626053
Adarsh Sex Clinic,https://www.facebook.com/1682646298647607
Alvi Dental Clinic,https://www.facebook.com/278978905890136
Mehta Womens Hospital,https://www.facebook.com/100979675174540
Shyam Urosurgical Hospital,https://www.facebook.com/170953323595043
Dr Karpe’s Centre For Advanced Dentistry And Implantology,https://www.facebook.com/1576086162620393
Inamdar Hospital,https://www.facebook.com/430028210741448
"Life Care Multispeciality Hospital - Latitude Road Punawale, Pune",https://www.facebook.com/111197957394765
Arya Hospital,https://www.facebook.com/251516368365319
Faiz Hospital,https://www.facebook.com/922227601145614
Ratnadeep Hospital and Research Centre,https://www.facebook.com/114540324894141
Ajanta Heart Care & Diagnostic Centre,https://www.facebook.com/248312511688286
"Vivid Diagnostic Centre, Vyttila",https://www.facebook.com/1837282716550442
B&B Memorial Hospital,https://www.facebook.com/271693786809926
Prabhleen CBCT Center,https://www.facebook.com/358711941206679
Mhatre Dental Clinic,https://www.facebook.com/1672909983005495
Tarun Neuro Clinic,https://www.facebook.com/tarunneuroclinic
Lakshmi Diabetic Centre,https://www.facebook.com/347562338717025
Dr. Shiv Dubey Childcare Clinic,https://www.facebook.com/2031516217076921
Dr. Nalin Kaul'S Dentistry,https://www.facebook.com/102681725940351
Sri Chakra Fertility,https://www.facebook.com/109158935357558
Reni Kidney Care,https://www.facebook.com/702584499797269
Prabhat Medical Centre,https://www.facebook.com/948059692040817
Naraina Medical College & Research Centre,https://www.facebook.com/393831603813741
Shree Dento Care,https://www.facebook.com/106179671659102
Lady Dufferin Victoria Hospital,https://www.facebook.com/1268696536578404
InSmile Dental Clinic,https://www.facebook.com/105780041471183
Lawrence Dental Clinic,https://www.facebook.com/415414495529714
Chhattisgarh Dental College and Research Institute,https://www.facebook.com/108371558908694
SRM Global Hospitals,https://www.facebook.com/110353088634724
"Dr. Khosla's Dental Clinic - B-4/76, Safdarjung Enclave, Delhi, Delhi, India",https://www.facebook.com/296582358107
Dr. Gopi Krishna (Root Canal Foundation),https://www.facebook.com/128722703842087
Dr.Sharma's Multispeciality Dental Clinic,https://www.facebook.com/400583370370489
Genesis IVF,https://www.facebook.com/1404588179810424
Bharat Bhagya Vidhata Hospital,https://www.facebook.com/102841439528322
Sky Super Speciality Hospital,https://www.facebook.com/1216207171867541
Dr. Rohit Mahajan's Diabetes Clinic,https://www.facebook.com/284131924986132
Gita Devi Memorial Hospital,https://www.facebook.com/107663648285990
Nandini Women’s Clinic,https://www.facebook.com/148033423327795
Drishtikunj Netralaya,https://www.facebook.com/113407387106925
Sarvanjna Dental Clinic,https://www.facebook.com/254363558535803
Divine Dental,https://www.facebook.com/101340349468876
Dr Vethekar Hospital,https://www.facebook.com/102121631627334
Prem Hospital Super Speciality & Trauma Centre,https://www.facebook.com/101156092832173
Dr. SKS Memorial Eye Hospital,https://www.facebook.com/190031657523573
Leelavati Skin Chest and Allergy Clinic - Vanasthalipuram,https://www.facebook.com/169472249592663
Rajkiya Jasvant Chikitsalaya,https://www.facebook.com/185099678974714
Allergy Cure Clinic,https://www.facebook.com/100856918569654
NAOKON Diagnostics,https://www.facebook.com/105602712046356
Vibhaa Hospital,https://www.facebook.com/111014634898113
Kamber Polyclinic,https://www.facebook.com/114873612395422
Dr. Pradip Doshi's Hospital & Pharmaceutical Research Institute,https://www.facebook.com/268714246552045
Dr. Aher's Dental Care,https://www.facebook.com/351539434924406
Dr. Sharda Ayurveda - Mohali,null
Advanced Kidney Care Centre,https://www.facebook.com/117411271336186
Aakanksha Children Hospital & Neonatal Nursery,https://www.facebook.com/1876517412626934
Dr. Navneet Goel Clinic,null
Sre Badhras Dental Clinic,https://www.facebook.com/1693526650930178
Om Dental Care,https://www.facebook.com/878637539160526
Kriston Healthcare,https://www.facebook.com/193867684740054
Gayathri Speech & Hearing Clinic,https://www.facebook.com/105953692419897
Moolchand Fertility and IVF,https://www.facebook.com/490509417720685
Hope Hospital,https://www.facebook.com/108581137618803
New Era Super Speciality Hospital,https://www.facebook.com/107503397651641
Kalyani Hospital,https://www.facebook.com/907975032701863
Redcliffe Labs - Collection Center Sector 11DChandigarh - 160011,null
VITA DENTAL CARE,https://www.facebook.com/113156144746218
Cure Well Laboratory,https://www.facebook.com/108564928942124
Orison Super Speciality Hospital Infertility & Trauma Centre,https://www.facebook.com/170439810123488
Sri Selvam Ayurveda Clinic,https://www.facebook.com/212539805999452
Voxel CBCT,https://www.facebook.com/110861947051519
Shubham Hospital,https://www.facebook.com/389442814760968
Care Diagnostics,https://www.facebook.com/241590056314700
Dr. Blessed Hearts Clinic,https://www.facebook.com/2125359247727071
"NIMS Hospital - Punjagutta, Hyderabad",https://www.facebook.com/1029826593760944
K.G.R Surgical Nursing Home,https://www.facebook.com/201586980752045
Swasthya Clinic,https://www.facebook.com/253606098168997
Atulya Dental Clinic,https://www.facebook.com/114438746867311
Orange Healthcare,https://www.facebook.com/233050087152860
Saharan Nursing Home,https://www.facebook.com/120208215193449
Care Infinity Ent And Maternity Clinic,https://www.facebook.com/203524039520277
"Jain Dental Centre - F-19, Near Happy English School, Mandir Marg, Krishna Nagar, Delhi – 110051",https://www.facebook.com/104087715756467
Jeevan Rekha Nursing Home,https://facebook.com/jeevanrekhanursinghome
UBM Institute,https://www.facebook.com/511264282286000
Shanti Suman Hospital and Care Home,https://www.facebook.com/920075778189793
"HCG Hospital, Bhavnagar",https://www.facebook.com/111696073841459
Ayurvita Healthcare,https://www.facebook.com/1544719662513495
JP Hospital,https://www.facebook.com/625899614564664
Focus Diagnostics,https://www.facebook.com/197377797494002
Asha Poly Clinic & Sheetal Nursing Home,https://www.facebook.com/109716384932456
Namdeo Homoeopathic Clinic,https://www.facebook.com/379582295886762
Green Park Dental Clinic,https://www.facebook.com/193845360659973
Dr Aggarwal's Laser Dental Clinic,https://www.facebook.com/127963567398004
Maruthi Eye Hospital,https://www.facebook.com/188020148373579
Dr Sankpals Dental Centre,https://www.facebook.com/193248654068131
Rastogi Nursing Home,https://www.facebook.com/115061919288316
Vidhate Accident Hospital,https://www.facebook.com/170508986961060
Neethi Medical Lab,https://www.facebook.com/111045488300593
The Tooth Company,https://www.facebook.com/342260606117762
"Dr Atin Mahajan MDS, Dental Health Care, Implant & Braces Centre, Pathankot",https://www.facebook.com/1505661406352983
CHILD CARE CLINIC,https://www.facebook.com/179536636081681
Deep Eye Care Jind Haryana India,https://www.facebook.com/112500094908771
Sowmya Childrens Hospital,https://www.facebook.com/634097736682119
Diva Hospital & IVF Center,https://www.facebook.com/1250536741756725
Manwatkar Multispeciality Hospital,https://www.facebook.com/233240040024212
Dr.Razack Hospital,https://www.facebook.com/376368512496811
Hearing Clinic,https://www.facebook.com/103915175285760
Raashi Orthopaedic & Maternity Hospital,https://www.facebook.com/337795952742155
Pearl Fertility and IVF,https://www.facebook.com/1867580020159524
Trident Diagnostics,https://www.facebook.com/558824594270230
Sudan Dental Clinic,https://www.facebook.com/107973498662128
Medeor Hospital,https://www.facebook.com/466215797450261
Preeti Urology and Kidney Hospital - KPHB Colony,https://www.facebook.com/628802633836092
Muskan Speech & Hearing Centre,https://www.facebook.com/1611038105843364
Patna Dental & Jaw Hospital,https://www.facebook.com/972049859556297
Dr. Aseem Goyal,https://www.facebook.com/110525600802327
Jaya Dental Clinic,https://www.facebook.com/1811929129049421
Dream Smilez Super Specialty Dental Clinic,https://www.facebook.com/701431453293206
Usha Prime Hospital,https://www.facebook.com/1019000821504687
Malaviya Hospital,https://www.facebook.com/576319705741632
Hospital A,https://www.facebook.com/136735077192835
Sonkul Diagnostic Centre,https://www.facebook.com/444835832599161
Smiley Dental Care,https://www.facebook.com/101993558413264
Siddhi Vinayak Clinic,https://www.facebook.com/172408400123358
Sri Surya Hospital,https://www.facebook.com/1498209047147556
Navachethana Hospital,https://www.facebook.com/528140627324116
Lokenath Diagnostic,https://www.facebook.com/103561470149325
32 Gems Dental Clinic,https://www.facebook.com/112653092427266
Dentarch Solutions,https://www.facebook.com/103468481697830
Aspire Dental and Medical Health Care,https://www.facebook.com/2712543878815959
Jaipur Speech & hearing center,https://www.facebook.com/131852887465175
Netra- The Eye Hospital,https://www.facebook.com/546166245440201
Hridayam Heart Clinic,https://www.facebook.com/1578191265758572
Aarogya Naturopathy Village,https://www.facebook.com/102415966191297
Toothly Dental,https://www.facebook.com/225311620667829
Swaraashi Netralaya,https://www.facebook.com/749639915219826
Umarji Mother and Child Care,https://www.facebook.com/1760376764231052
Raj Dental Surgery Clinic,https://www.facebook.com/233089020035085
AMC Poly Clinic / Dr Selvam's Sugar Clinic,https://www.facebook.com/1614398315553243
"Happy Smile Dental Clinic - T Nagar, Chennai",https://www.facebook.com/233012623738684
J N Hospital,https://www.facebook.com/364696300542675
Narayan Children Hospital,https://www.facebook.com/109403884049335
Niramay Clinic,https://www.facebook.com/102182522479498
Mehar Hospital,https://www.facebook.com/101172684771046
Maa Jairaji Devi Homoeo Clinic and Research Center Ad,https://www.facebook.com/101026392468422
Khidmat Hospital,https://www.facebook.com/103100177977595
SAI Spandan Hospital,https://www.facebook.com/157937825076564
"Prime Speciality Clinics, Tadepalle, Vaddeswaram",https://www.facebook.com/103653965582200
"Dr. Murari Lal Chest Hospital, Kanpur",https://www.facebook.com/103635601495274
Dr. Naik's Shubh Smile Multispeciality Dental Clinic,https://www.facebook.com/107747533963563
DantSpa Dental Clinic Nagpur,https://www.facebook.com/1180407865405246
Cures 'n' Care Dental Clinic - Mayur Vihar Phase-2,https://www.facebook.com/1426208547657442
Pooja Hospitals,https://www.facebook.com/137714080274003
Ekdantaay Orthodontic & Dental Care,https://www.facebook.com/1421651744538795
Credence Prosthetic India,https://www.facebook.com/417996244878658
LION Homoeo Clinic,https://www.facebook.com/106119344256187
Yog & Naturopathy Institute,https://www.facebook.com/100714936402021
MSM Hospital,https://www.facebook.com/736044133452380
Madhav Dental,https://www.facebook.com/314375908720012
Avita Health 24x7,https://www.facebook.com/101297582931644
Cardio Vision Heart Specialty Clinic,https://www.facebook.com/265783217668019
Staar Multispeciality Hospital,https://www.facebook.com/104936218810415
Rajendra Hospital,https://www.facebook.com/442908202801576
Lbs Hospital,https://www.facebook.com/773833025992679
Docto New Life Polyclinic,https://www.facebook.com/306781052518108
Thakur Ji Eye Care & Optical,https://www.facebook.com/2031864006940150
The Face Head & Neck Cancer Hospital,https://www.facebook.com/105119354989920
"Dr. Piyush's Homoeopathic clinic, Rajendrabhuvan rd. Veraval",https://www.facebook.com/115161570169576
Sri Amritsar Diagnostic Centre,https://www.facebook.com/234707583057094
Singhal Diabetic Clinic,https://www.facebook.com/103687590438552
Samata Hospital,https://www.facebook.com/2056910461227421
Dr. Shubham Uro Centre,https://www.facebook.com/118342979568292
Kanag ENT Superspeciality Centre,https://www.facebook.com/667944590001705
Kamla Health Care,https://www.facebook.com/230763527082547
"The Salvation Army Evangeline Booth Hospital, Ponnur.",https://www.facebook.com/112371197250838
Dental Aesthetics,https://www.facebook.com/796232133725546
JFEC & Sparsh IVF Center,https://www.facebook.com/1086057188127185
Gora Urology And Superspeciality Hospital,https://www.facebook.com/276286599417017
ROOTS Clinic,https://www.facebook.com/985808888124862
Shridham Hospitals and Research,https://www.facebook.com/100579332948528
Agarwal Diagnostic Centre,https://www.facebook.com/428531460845921
"Ear Solutions Bhopal (Bhopal, Madhya Pradesh, India)",https://www.facebook.com/104206988692922
Superb MRI & CT Scan Centre,https://www.facebook.com/124186464104389
Aarka Hospitals,https://www.facebook.com/100700906061319
Global Dental Hospital,https://www.facebook.com/1902757779938399
Safe Hands Dental Clinic,https://www.facebook.com/110189007157813
Smile-O-Dent Dental and Facial Aesthetic Clinic Kolkata,https://www.facebook.com/1948388732093298
Rathod Dental Clinic & Implant Center,https://www.facebook.com/106636427878333
Umrekar Multispeciality Hospital,https://www.facebook.com/110439460605362
Ashirvad Maternity and Surgical Hospital,https://www.facebook.com/418953778484609
Jeevanam Ayurveda Hospital,https://www.facebook.com/100866041796961
Kovilpatti Venkateswara Hospitals,https://www.facebook.com/1406903909604553
Vrund Clinic,https://www.facebook.com/282882165190817
Paramount Dental Care,https://facebook.com/theparamountdental
Hindu Seva Sadan Hospital,https://www.facebook.com/437171116633364
Om Suvam Hospital,https://www.facebook.com/102230668141341
My Tooth Hub,https://www.facebook.com/100543735821269
Chettupuzha Dental Clinic,https://www.facebook.com/525330900879816
Krishna Pathology,https://www.facebook.com/109453233863669
Dr. C. S. Chaturvedi’s Clinic,https://www.facebook.com/112432104604791
Vikas Hospital,https://www.facebook.com/1480161205557326
Arimalam Vaidya Sala,https://www.facebook.com/1417978868413916
Ahuja Eye Centre,https://www.facebook.com/1514909015278313
Navjyoti Netralaya and Research,https://www.facebook.com/504238679591112
Health Care Clinic,https://www.facebook.com/1872980192924140
Soni Child Care Centre,https://www.facebook.com/371270249942161
Sharda Eye & Dental Hospital,https://www.facebook.com/1849798181900986
Umang IVF and Super Speciality Hospital,https://www.facebook.com/110465008510045
Siddhi Vinayak ENT Hospital,https://www.facebook.com/2277119249030097
Panjari Orthocare Hospital-Junagadh,https://www.facebook.com/102097852271071
Chaitanya Hospital,https://www.facebook.com/106022768308216
Dr. Manjari Ultrasound,https://www.facebook.com/299059713293105
"[""cardiology"",""gynecologyAndObstetrics"",""radiology"",""pathology"",""familyMedicine"",""cardiology"",""pathology"",""cardiology"",""radiology"",""familyMedicine""]",null
Neuroxon Healthcare Solutions,https://www.facebook.com/317167791480951
Madhav Dispensary,https://www.facebook.com/216843149125112
"Thangam's Dental Clinic, Mylapore",https://www.facebook.com/222552757842454
